ADC Read (10 bits)
Muestra	 PWM_percent	 ADC
183	 0		 0
184	 0		 0
185	 0		 0
186	 0		 0
187	 0		 0
188	 0		 0
189	 0		 0
190	 0		 0
191	 0		 0
192	 0		 0
193	 0		 0
194	 0		 0
195	 0		 0
196	 0		 0
197	 0		 0
198	 0		 0
199	 0		 0
200	 0		 0
201	 0		 0
202	 0		 0
203	 0		 0
204	 0		 0
205	 0		 0
206	 0		 0
207	 0		 0
208	 0		 0
209	 0		 0
210	 0		 0
211	 0		 0
212	 0		 0
213	 0		 0
214	 0		 0
215	 0		 0
216	 0		 0
217	 0		 0
218	 0		 0
219	 0		 0
220	 0		 0
221	 0		 0
222	 0		 0
223	 0		 0
224	 0		 0
225	 0		 0
226	 0		 0
227	 0		 0
228	 0		 0
229	 0		 0
230	 0		 0
231	 0		 0
232	 0		 0
233	 0		 0
234	 0		 0
235	 0		 0
236	 0		 0
237	 0		 0
238	 0		 0
239	 0		 0
240	 0		 0
241	 0		 0
242	 0		 0
243	 0		 0
244	 0		 0
245	 0		 0
246	 0		 0
247	 0		 0
248	 0		 0
249	 0		 0
250	 0		 0
251	 0		 0
252	 0		 0
253	 0		 0
254	 0		 0
255	 0		 0
256	 0		 0
257	 0		 0
258	 0		 0
259	 0		 0
260	 0		 0
261	 0		 0
262	 0		 0
263	 0		 0
264	 0		 0
265	 0		 0
266	 0		 0
267	 0		 0
268	 0		 0
269	 0		 0
270	 0		 0
271	 0		 0
272	 0		 0
273	 0		 0
274	 0		 0
275	 0		 0
276	 0		 0
277	 0		 0
278	 0		 0
279	 0		 0
280	 0		 0
281	 0		 0
282	 0		 0
283	 0		 0
284	 0		 0
285	 0		 0
286	 0		 0
287	 0		 0
288	 0		 0
289	 0		 0
290	 0		 0
291	 0		 0
292	 0		 0
293	 0		 0
294	 0		 0
295	 0		 0
296	 0		 0
297	 0		 0
298	 0		 0
299	 0		 0
300	 0		 0
301	 0		 0
302	 50		 0
303	 50		 0
304	 50		 2
305	 50		 14
306	 50		 33
307	 50		 50
308	 50		 61
309	 50		 69
310	 50		 74
311	 50		 82
312	 50		 91
313	 50		 103
314	 50		 110
315	 50		 103
316	 50		 103
317	 50		 111
318	 50		 115
319	 50		 121
320	 50		 128
321	 50		 136
322	 50		 151
323	 50		 186
324	 50		 179
325	 50		 202
326	 50		 213
327	 50		 225
328	 50		 235
329	 50		 247
330	 50		 255
331	 50		 266
332	 50		 273
333	 50		 282
334	 50		 284
335	 50		 285
336	 50		 281
337	 50		 275
338	 50		 264
339	 50		 249
340	 50		 231
341	 50		 222
342	 50		 225
343	 50		 233
344	 50		 330
345	 50		 336
346	 50		 350
347	 50		 386
348	 50		 395
349	 50		 400
350	 50		 404
351	 50		 404
352	 50		 400
353	 50		 392
354	 50		 373
355	 50		 340
356	 50		 285
357	 50		 289
358	 50		 293
359	 50		 353
360	 50		 434
361	 50		 419
362	 50		 420
363	 50		 439
364	 50		 443
365	 50		 435
366	 50		 421
367	 50		 396
368	 50		 359
369	 50		 312
370	 50		 304
371	 50		 347
372	 50		 421
373	 50		 461
374	 50		 490
375	 50		 505
376	 50		 514
377	 50		 518
378	 50		 513
379	 50		 494
380	 50		 447
381	 50		 348
382	 50		 349
383	 50		 369
384	 50		 455
385	 50		 489
386	 50		 509
387	 50		 523
388	 50		 519
389	 50		 507
390	 50		 482
391	 50		 449
392	 50		 395
393	 50		 354
394	 50		 373
395	 50		 500
396	 50		 561
397	 50		 588
398	 50		 597
399	 50		 598
400	 50		 584
401	 50		 548
402	 50		 480
403	 50		 392
404	 50		 400
405	 50		 489
406	 50		 537
407	 50		 560
408	 50		 571
409	 50		 574
410	 50		 563
411	 50		 533
412	 50		 467
413	 50		 388
414	 50		 396
415	 50		 517
416	 50		 577
417	 50		 615
418	 50		 649
419	 50		 651
420	 50		 626
421	 50		 585
422	 50		 445
423	 50		 426
424	 50		 436
425	 50		 587
426	 50		 637
427	 50		 629
428	 50		 621
429	 50		 612
430	 50		 566
431	 50		 515
432	 50		 453
433	 50		 419
434	 50		 503
435	 50		 610
436	 50		 611
437	 50		 610
438	 50		 613
439	 50		 593
440	 50		 552
441	 50		 447
442	 50		 455
443	 50		 509
444	 50		 567
445	 50		 585
446	 50		 613
447	 50		 649
448	 50		 617
449	 50		 584
450	 50		 439
451	 50		 445
452	 50		 631
453	 50		 641
454	 50		 632
455	 50		 627
456	 50		 619
457	 50		 585
458	 50		 471
459	 50		 461
460	 50		 473
461	 50		 497
462	 50		 523
463	 50		 545
464	 50		 559
465	 50		 560
466	 50		 446
467	 50		 429
468	 50		 471
469	 50		 541
470	 50		 605
471	 50		 650
472	 50		 675
473	 50		 677
474	 50		 469
475	 50		 469
476	 50		 483
477	 50		 514
478	 50		 545
479	 50		 565
480	 50		 573
481	 50		 560
482	 50		 515
483	 50		 425
484	 50		 433
485	 50		 473
486	 50		 517
487	 50		 554
488	 50		 581
489	 50		 593
490	 50		 446
491	 50		 455
492	 50		 499
493	 50		 563
494	 50		 617
495	 50		 656
496	 50		 667
497	 50		 660
498	 50		 457
499	 50		 461
500	 50		 497
501	 50		 551
502	 50		 594
503	 50		 619
504	 50		 624
505	 50		 469
506	 50		 477
507	 50		 477
508	 50		 504
509	 50		 537
510	 50		 565
511	 50		 587
512	 50		 592
513	 50		 449
514	 50		 461
515	 50		 525
516	 50		 608
517	 50		 675
518	 50		 716
519	 50		 733
520	 50		 511
521	 50		 507
522	 50		 520
523	 50		 557
524	 50		 590
525	 50		 611
526	 50		 613
527	 50		 587
528	 50		 455
529	 50		 452
530	 50		 488
531	 50		 537
532	 50		 580
533	 50		 615
534	 50		 631
535	 50		 471
536	 50		 483
537	 50		 541
538	 50		 613
539	 50		 671
540	 50		 704
541	 50		 710
542	 50		 686
543	 50		 488
544	 50		 512
545	 50		 569
546	 50		 621
547	 50		 652
548	 50		 657
549	 50		 497
550	 50		 498
551	 50		 505
552	 50		 537
553	 50		 573
554	 50		 603
555	 50		 619
556	 50		 613
557	 50		 472
558	 50		 521
559	 50		 611
560	 50		 692
561	 50		 745
562	 50		 769
563	 50		 537
564	 50		 532
565	 50		 549
566	 50		 589
567	 50		 625
568	 50		 642
569	 50		 637
570	 50		 584
571	 50		 473
572	 50		 482
573	 50		 533
574	 50		 583
575	 50		 626
576	 50		 650
577	 50		 493
578	 50		 496
579	 50		 551
580	 50		 631
581	 50		 695
582	 50		 732
583	 50		 739
584	 50		 709
585	 50		 511
586	 50		 545
587	 50		 609
588	 50		 658
589	 50		 685
590	 50		 672
591	 50		 520
592	 50		 513
593	 50		 539
594	 50		 577
595	 50		 614
596	 50		 637
597	 50		 637
598	 50		 486
599	 50		 525
600	 50		 619
601	 50		 709
602	 50		 769
603	 50		 793
604	 50		 552
605	 50		 552
606	 50		 571
607	 50		 615
608	 50		 649
609	 50		 665
610	 50		 649
611	 50		 487
612	 50		 483
613	 50		 517
614	 50		 572
615	 50		 624
616	 50		 659
617	 50		 672
618	 50		 501
619	 50		 541
620	 50		 621
621	 50		 699
622	 50		 747
623	 50		 763
624	 50		 740
625	 50		 525
626	 50		 556
627	 50		 622
628	 50		 673
629	 50		 701
630	 50		 689
631	 50		 533
632	 50		 528
633	 50		 557
634	 50		 597
635	 50		 635
636	 50		 656
637	 50		 649
638	 50		 501
639	 50		 566
640	 50		 669
641	 50		 756
642	 50		 804
643	 50		 812
644	 50		 561
645	 50		 571
646	 50		 609
647	 50		 653
648	 50		 678
649	 50		 675
650	 50		 568
651	 50		 499
652	 50		 516
653	 50		 572
654	 50		 626
655	 50		 667
656	 50		 685
657	 50		 509
658	 50		 546
659	 50		 630
660	 50		 710
661	 50		 763
662	 50		 779
663	 50		 754
664	 50		 538
665	 50		 576
666	 50		 643
667	 50		 696
668	 50		 720
669	 50		 694
670	 50		 544
671	 50		 541
672	 50		 579
673	 50		 621
674	 50		 656
675	 50		 668
676	 50		 499
677	 50		 529
678	 50		 624
679	 50		 728
680	 50		 800
681	 50		 832
682	 50		 575
683	 50		 577
684	 50		 605
685	 50		 651
686	 50		 685
687	 50		 694
688	 50		 661
689	 50		 512
690	 50		 513
691	 50		 568
692	 50		 627
693	 50		 673
694	 50		 696
695	 50		 515
696	 50		 548
697	 50		 633
698	 50		 720
699	 50		 774
700	 50		 793
701	 50		 769
702	 50		 549
703	 50		 592
704	 50		 660
705	 50		 712
706	 50		 729
707	 50		 539
708	 50		 549
709	 50		 556
710	 50		 599
711	 50		 641
712	 50		 672
713	 50		 677
714	 50		 513
715	 50		 563
716	 50		 673
717	 50		 769
718	 50		 829
719	 50		 843
720	 50		 582
721	 50		 594
722	 50		 637
723	 50		 682
724	 50		 705
725	 50		 691
726	 50		 519
727	 50		 509
728	 50		 552
729	 50		 613
730	 50		 669
731	 50		 701
732	 50		 517
733	 50		 539
734	 50		 617
735	 50		 709
736	 50		 777
737	 50		 807
738	 50		 789
739	 50		 555
740	 50		 588
741	 50		 660
742	 50		 716
743	 50		 741
744	 50		 539
745	 50		 558
746	 50		 560
747	 50		 601
748	 50		 646
749	 50		 680
750	 50		 684
751	 50		 517
752	 50		 573
753	 50		 685
754	 50		 785
755	 50		 841
756	 50		 852
757	 50		 590
758	 50		 605
759	 50		 652
760	 50		 696
761	 50		 713
762	 50		 693
763	 50		 523
764	 50		 512
765	 50		 567
766	 50		 631
767	 50		 682
768	 50		 709
769	 50		 525
770	 50		 561
771	 50		 652
772	 50		 741
773	 50		 797
774	 50		 811
775	 50		 557
776	 50		 563
777	 50		 624
778	 50		 695
779	 50		 739
780	 50		 744
781	 50		 566
782	 50		 557
783	 50		 585
784	 50		 632
785	 50		 672
786	 50		 693
787	 50		 521
788	 50		 541
789	 50		 643
790	 50		 754
791	 50		 829
792	 50		 864
793	 50		 593
794	 50		 603
795	 50		 641
796	 50		 689
797	 50		 717
798	 50		 713
799	 50		 531
800	 50		 512
801	 50		 553
802	 50		 618
803	 50		 677
804	 50		 712
805	 50		 523
806	 50		 550
807	 50		 635
808	 50		 730
809	 50		 797
810	 50		 819
811	 50		 795
812	 50		 568
813	 50		 619
814	 50		 691
815	 50		 742
816	 50		 754
817	 50		 569
818	 50		 563
819	 50		 586
820	 50		 633
821	 50		 675
822	 50		 699
823	 50		 561
824	 50		 544
825	 50		 643
826	 50		 759
827	 50		 837
828	 50		 869
829	 50		 597
830	 50		 609
831	 50		 648
832	 50		 697
833	 50		 725
834	 50		 715
835	 50		 530
836	 50		 515
837	 50		 564
838	 50		 630
839	 50		 685
840	 50		 717
841	 50		 529
842	 50		 563
843	 50		 656
844	 50		 749
845	 50		 809
846	 50		 825
847	 50		 563
848	 50		 574
849	 50		 641
850	 50		 711
851	 50		 754
852	 50		 753
853	 50		 576
854	 50		 566
855	 50		 603
856	 50		 651
857	 50		 689
858	 50		 705
859	 50		 528
860	 50		 573
861	 50		 689
862	 50		 797
863	 50		 859
864	 50		 875
865	 50		 605
866	 50		 621
867	 50		 672
868	 50		 716
869	 50		 731
870	 50		 702
871	 50		 536
872	 50		 533
873	 50		 595
874	 50		 659
875	 50		 708
876	 50		 723
877	 50		 541
878	 50		 606
879	 50		 707
880	 50		 789
881	 50		 829
882	 50		 820
883	 50		 571
884	 50		 608
885	 50		 683
886	 50		 741
887	 50		 765
888	 50		 569
889	 50		 576
890	 50		 587
891	 50		 633
892	 50		 679
893	 50		 705
894	 50		 699
895	 50		 545
896	 50		 645
897	 50		 765
898	 50		 848
899	 50		 881
900	 50		 605
901	 50		 616
902	 50		 657
903	 50		 707
904	 50		 736
905	 50		 721
906	 50		 537
907	 50		 524
908	 50		 579
909	 50		 648
910	 50		 701
911	 50		 728
912	 50		 538
913	 50		 587
914	 50		 689
915	 50		 777
916	 50		 827
917	 50		 832
918	 50		 577
919	 50		 597
920	 50		 673
921	 50		 741
922	 50		 769
923	 50		 505
924	 50		 577
925	 50		 583
926	 50		 629
927	 50		 677
928	 50		 707
929	 50		 705
930	 50		 544
931	 50		 634
932	 50		 756
933	 50		 843
934	 50		 883
935	 50		 609
936	 50		 619
937	 50		 657
938	 50		 710
939	 50		 739
940	 50		 729
941	 50		 537
942	 50		 523
943	 50		 577
944	 50		 645
945	 50		 701
946	 50		 731
947	 50		 539
948	 50		 586
949	 50		 689
950	 50		 779
951	 50		 832
952	 50		 835
953	 50		 578
954	 50		 601
955	 50		 677
956	 50		 743
957	 50		 773
958	 50		 544
959	 50		 580
960	 50		 587
961	 50		 634
962	 50		 681
963	 50		 711
964	 50		 705
965	 50		 547
966	 50		 645
967	 50		 767
968	 50		 853
969	 50		 889
970	 50		 609
971	 50		 624
972	 50		 667
973	 50		 716
974	 50		 739
975	 50		 725
976	 50		 543
977	 50		 530
978	 50		 589
979	 50		 659
980	 50		 712
981	 50		 736
982	 50		 545
983	 50		 605
984	 50		 710
985	 50		 796
986	 50		 839
987	 50		 833
988	 50		 579
989	 50		 619
990	 50		 696
991	 50		 755
992	 50		 777
993	 50		 581
994	 50		 578
995	 50		 600
996	 50		 649
997	 50		 693
998	 50		 716
999	 50		 532
1000	 50		 567
1001	 50		 682
1002	 50		 800
1003	 50		 871
1004	 50		 889
1005	 50		 616
1006	 50		 633
1007	 50		 685
1008	 50		 731
1009	 50		 746
1010	 50		 712
1011	 50		 544
1012	 50		 545
1013	 50		 613
1014	 50		 679
1015	 50		 725
1016	 50		 731
1017	 50		 557
1018	 50		 641
1019	 50		 745
1020	 50		 819
1021	 50		 845
1022	 50		 596
1023	 50		 585
1024	 50		 649
1025	 50		 723
1026	 50		 771
1027	 50		 771
1028	 50		 587
1029	 50		 579
1030	 50		 619
1031	 50		 672
1032	 50		 706
1033	 50		 715
1034	 50		 538
1035	 50		 608
1036	 50		 736
1037	 50		 836
1038	 50		 888
1039	 50		 720
1040	 50		 621
1041	 50		 656
1042	 50		 709
1043	 50		 743
1044	 50		 739
1045	 50		 518
1046	 50		 525
1047	 50		 576
1048	 50		 645
1049	 50		 704
1050	 50		 737
1051	 50		 541
1052	 50		 587
1053	 50		 692
1054	 50		 785
1055	 50		 839
1056	 50		 841
1057	 50		 585
1058	 50		 609
1059	 50		 688
1060	 50		 753
1061	 50		 781
1062	 50		 576
1063	 50		 587
1064	 50		 597
1065	 50		 645
1066	 50		 689
1067	 50		 717
1068	 50		 557
1069	 50		 561
1070	 50		 672
1071	 50		 793
1072	 50		 872
1073	 50		 898
1074	 50		 617
1075	 50		 633
1076	 50		 685
1077	 50		 733
1078	 50		 749
1079	 50		 717
1080	 50		 547
1081	 50		 549
1082	 50		 617
1083	 50		 683
1084	 50		 729
1085	 50		 620
1086	 50		 561
1087	 50		 646
1088	 50		 752
1089	 50		 824
1090	 50		 850
1091	 50		 587
1092	 50		 589
1093	 50		 657
1094	 50		 733
1095	 50		 776
1096	 50		 771
1097	 50		 589
1098	 50		 582
1099	 50		 627
1100	 50		 677
1101	 50		 713
1102	 50		 720
1103	 50		 544
1104	 50		 631
1105	 50		 756
1106	 50		 850
1107	 50		 897
1108	 50		 619
1109	 50		 629
1110	 50		 669
1111	 50		 723
1112	 50		 752
1113	 50		 736
1114	 50		 547
1115	 50		 537
1116	 50		 595
1117	 50		 665
1118	 50		 720
1119	 50		 739
1120	 50		 551
1121	 50		 616
1122	 50		 725
1123	 50		 808
1124	 50		 851
1125	 50		 837
1126	 50		 589
1127	 50		 635
1128	 50		 715
1129	 50		 769
1130	 50		 781
1131	 50		 589
1132	 50		 577
1133	 50		 613
1134	 50		 664
1135	 50		 705
1136	 50		 721
1137	 50		 541
1138	 50		 599
1139	 50		 725
1140	 50		 834
1141	 50		 891
1142	 50		 877
1143	 50		 627
1144	 50		 656
1145	 50		 713
1146	 50		 747
1147	 50		 747
1148	 50		 595
1149	 50		 533
1150	 50		 581
1151	 50		 651
1152	 50		 710
1153	 50		 742
1154	 50		 547
1155	 50		 597
1156	 50		 704
1157	 50		 795
1158	 50		 848
1159	 50		 846
1160	 50		 585
1161	 50		 621
1162	 50		 703
1163	 50		 763
1164	 50		 785
1165	 50		 587
1166	 50		 579
1167	 50		 605
1168	 50		 657
1169	 50		 701
1170	 50		 721
1171	 50		 537
1172	 50		 581
1173	 50		 705
1174	 50		 819
1175	 50		 889
1176	 50		 899
1177	 50		 624
1178	 50		 649
1179	 50		 704
1180	 50		 745
1181	 50		 752
1182	 50		 639
1183	 50		 532
1184	 50		 571
1185	 50		 641
1186	 50		 705
1187	 50		 739
1188	 50		 545
1189	 50		 585
1190	 50		 688
1191	 50		 784
1192	 50		 843
1193	 50		 849
1194	 50		 587
1195	 50		 612
1196	 50		 692
1197	 50		 759
1198	 50		 787
1199	 50		 582
1200	 50		 583
1201	 50		 599
1202	 50		 650
1203	 50		 696
1204	 50		 721
1205	 50		 536
1206	 50		 572
1207	 50		 691
1208	 50		 809
1209	 50		 883
1210	 50		 903
1211	 50		 624
1212	 50		 645
1213	 50		 699
1214	 50		 743
1215	 50		 753
1216	 50		 645
1217	 50		 535
1218	 50		 565
1219	 50		 635
1220	 50		 697
1221	 50		 739
1222	 50		 544
1223	 50		 579
1224	 50		 681
1225	 50		 781
1226	 50		 841
1227	 50		 853
1228	 50		 583
1229	 50		 608
1230	 50		 688
1231	 50		 755
1232	 50		 786
1233	 50		 573
1234	 50		 584
1235	 50		 597
1236	 50		 647
1237	 50		 694
1238	 50		 721
1239	 50		 545
1240	 50		 568
1241	 50		 682
1242	 50		 803
1243	 50		 883
1244	 50		 903
1245	 50		 624
1246	 50		 643
1247	 50		 697
1248	 50		 743
1249	 50		 753
1250	 50		 715
1251	 50		 537
1252	 50		 563
1253	 50		 633
1254	 50		 696
1255	 50		 739
1256	 50		 545
1257	 50		 577
1258	 50		 676
1259	 50		 777
1260	 50		 841
1261	 50		 856
1262	 50		 586
1263	 50		 608
1264	 50		 685
1265	 50		 755
1266	 50		 787
1267	 50		 563
1268	 50		 584
1269	 50		 597
1270	 50		 646
1271	 50		 695
1272	 50		 721
1273	 50		 557
1274	 50		 568
1275	 50		 682
1276	 50		 803
1277	 50		 881
1278	 50		 905
1279	 50		 624
1280	 50		 643
1281	 50		 697
1282	 50		 741
1283	 50		 755
1284	 50		 715
1285	 50		 539
1286	 50		 562
1287	 50		 632
1288	 50		 697
1289	 50		 739
1290	 50		 545
1291	 50		 577
1292	 50		 677
1293	 50		 779
1294	 50		 841
1295	 50		 855
1296	 50		 588
1297	 50		 608
1298	 50		 688
1299	 50		 755
1300	 50		 787
1301	 50		 567
1302	 50		 585
1303	 50		 597
1304	 100		 648
1305	 100		 694
1306	 100		 723
1307	 100		 546
1308	 100		 570
1309	 100		 693
1310	 100		 824
1311	 100		 907
1312	 100		 931
1313	 100		 651
1314	 100		 686
1315	 100		 752
1316	 100		 794
1317	 100		 789
1318	 100		 586
1319	 100		 581
1320	 100		 657
1321	 100		 737
1322	 100		 792
1323	 100		 582
1324	 100		 645
1325	 100		 781
1326	 100		 896
1327	 100		 947
1328	 100		 656
1329	 100		 667
1330	 100		 773
1331	 100		 859
1332	 100		 880
1333	 100		 656
1334	 100		 653
1335	 100		 720
1336	 100		 784
1337	 100		 807
1338	 100		 609
1339	 100		 749
1340	 100		 923
1341	 100		 1023
1342	 100		 721
1343	 100		 745
1344	 100		 819
1345	 100		 881
1346	 100		 881
1347	 100		 651
1348	 100		 659
1349	 100		 755
1350	 100		 837
1351	 100		 675
1352	 100		 669
1353	 100		 824
1354	 100		 963
1355	 100		 1023
1356	 100		 711
1357	 100		 749
1358	 100		 871
1359	 100		 939
1360	 100		 695
1361	 100		 669
1362	 100		 737
1363	 100		 813
1364	 100		 848
1365	 100		 634
1366	 100		 808
1367	 100		 994
1368	 100		 1023
1369	 100		 766
1370	 100		 816
1371	 100		 901
1372	 100		 939
1373	 100		 696
1374	 100		 673
1375	 100		 767
1376	 100		 863
1377	 100		 901
1378	 100		 688
1379	 100		 856
1380	 100		 1008
1381	 100		 1023
1382	 100		 721
1383	 100		 813
1384	 100		 933
1385	 100		 976
1386	 100		 717
1387	 100		 717
1388	 100		 802
1389	 100		 864
1390	 100		 629
1391	 100		 749
1392	 100		 968
1393	 100		 1023
1394	 100		 780
1395	 100		 825
1396	 100		 915
1397	 100		 965
1398	 100		 695
1399	 100		 689
1400	 100		 784
1401	 100		 883
1402	 100		 691
1403	 100		 715
1404	 100		 897
1405	 100		 1023
1406	 100		 1023
1407	 100		 745
1408	 100		 871
1409	 100		 981
1410	 100		 561
1411	 100		 703
1412	 100		 763
1413	 100		 848
1414	 100		 889
1415	 100		 670
1416	 100		 873
1417	 100		 1023
1418	 100		 1023
1419	 100		 816
1420	 100		 895
1421	 100		 972
1422	 100		 960
1423	 100		 697
1424	 100		 765
1425	 100		 875
1426	 100		 939
1427	 100		 697
1428	 100		 869
1429	 100		 1023
1430	 100		 1023
1431	 100		 752
1432	 100		 864
1433	 100		 983
1434	 100		 1001
1435	 100		 713
1436	 100		 765
1437	 100		 853
1438	 100		 897
1439	 100		 675
1440	 100		 885
1441	 100		 1023
1442	 100		 1023
1443	 100		 829
1444	 100		 909
1445	 100		 987
1446	 100		 961
1447	 100		 701
1448	 100		 787
1449	 100		 897
1450	 100		 944
1451	 100		 721
1452	 100		 913
1453	 100		 1023
1454	 100		 1023
1455	 100		 769
1456	 100		 905
1457	 100		 1009
1458	 100		 747
1459	 100		 722
1460	 100		 800
1461	 100		 881
1462	 100		 633
1463	 100		 731
1464	 100		 968
1465	 100		 1023
1466	 100		 807
1467	 100		 855
1468	 100		 951
1469	 100		 1001
1470	 100		 729
1471	 100		 725
1472	 100		 837
1473	 100		 931
1474	 100		 672
1475	 100		 800
1476	 100		 997
1477	 100		 1023
1478	 100		 778
1479	 100		 829
1480	 100		 971
1481	 100		 1023
1482	 100		 749
1483	 100		 755
1484	 100		 848
1485	 100		 906
1486	 100		 665
1487	 100		 857
1488	 100		 1023
1489	 100		 1023
1490	 100		 832
1491	 100		 913
1492	 100		 996
1493	 100		 977
1494	 100		 707
1495	 100		 787
1496	 100		 901
1497	 100		 949
1498	 100		 729
1499	 100		 925
1500	 100		 1023
1501	 100		 1023
1502	 100		 781
1503	 100		 923
1504	 100		 1023
1505	 100		 755
1506	 100		 736
1507	 100		 819
1508	 100		 899
1509	 100		 645
1510	 100		 777
1511	 100		 1016
1512	 100		 1023
1513	 100		 821
1514	 100		 881
1515	 100		 981
1516	 100		 1003
1517	 100		 727
1518	 100		 755
1519	 100		 869
1520	 100		 951
1521	 100		 699
1522	 100		 865
1523	 100		 1023
1524	 100		 1023
1525	 100		 763
1526	 100		 885
1527	 100		 1009
1528	 100		 699
1529	 100		 731
1530	 100		 797
1531	 100		 885
1532	 100		 721
1533	 100		 725
1534	 100		 963
1535	 100		 1023
1536	 100		 813
1537	 100		 861
1538	 100		 961
1539	 100		 1011
1540	 100		 735
1541	 100		 733
1542	 100		 849
1543	 100		 945
1544	 100		 682
1545	 100		 824
1546	 100		 1021
1547	 100		 1023
1548	 100		 779
1549	 100		 856
1550	 100		 993
1551	 100		 1023
1552	 100		 737
1553	 100		 777
1554	 100		 872
1555	 100		 915
1556	 100		 693
1557	 100		 919
1558	 100		 1023
1559	 100		 960
1560	 100		 851
1561	 100		 945
1562	 100		 1012
1563	 100		 731
1564	 100		 721
1565	 100		 829
1566	 100		 933
1567	 100		 673
1568	 100		 792
1569	 100		 995
1570	 100		 1023
1571	 100		 777
1572	 100		 833
1573	 100		 979
1574	 100		 1023
1575	 100		 757
1576	 100		 767
1577	 100		 861
1578	 100		 916
1579	 100		 677
1580	 100		 883
1581	 100		 1023
1582	 100		 1023
1583	 100		 848
1584	 100		 933
1585	 100		 1009
1586	 100		 704
1587	 100		 715
1588	 100		 816
1589	 100		 925
1590	 100		 665
1591	 100		 769
1592	 100		 976
1593	 100		 1023
1594	 100		 769
1595	 100		 817
1596	 100		 965
1597	 100		 1023
1598	 100		 760
1599	 100		 756
1600	 100		 849
1601	 100		 915
1602	 100		 669
1603	 100		 859
1604	 100		 1023
1605	 100		 1023
1606	 100		 840
1607	 100		 923
1608	 100		 1008
1609	 100		 981
1610	 100		 713
1611	 100		 803
1612	 100		 915
1613	 100		 672
1614	 100		 752
1615	 100		 957
1616	 100		 1023
1617	 100		 789
1618	 100		 805
1619	 100		 953
1620	 100		 1023
1621	 100		 759
1622	 100		 753
1623	 100		 843
1624	 100		 915
1625	 100		 663
1626	 100		 838
1627	 100		 1023
1628	 100		 1023
1629	 100		 835
1630	 100		 915
1631	 100		 1003
1632	 100		 989
1633	 100		 713
1634	 100		 795
1635	 100		 909
1636	 100		 960
1637	 100		 739
1638	 100		 939
1639	 100		 1023
1640	 100		 800
1641	 100		 797
1642	 100		 944
1643	 100		 1023
1644	 100		 765
1645	 100		 745
1646	 100		 835
1647	 100		 909
1648	 100		 656
1649	 100		 819
1650	 100		 1023
1651	 100		 1023
1652	 100		 833
1653	 100		 912
